run_id,model,condition,task,task_complexity,rep,duration_ms,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,total_cost_usd,extraction_ok,extraction_error,structure_valid,structure_errors,rule_1_type_pass,rule_1_type_detail,rule_2_separator_pass,rule_2_separator_detail,rule_3_imperative_pass,rule_3_imperative_detail,rule_4_no_period_pass,rule_4_no_period_detail,rule_5_lowercase_pass,rule_5_lowercase_detail,rule_6_scope_vocab_pass,rule_6_scope_vocab_detail,rule_7_gitmoji_pass,rule_7_gitmoji_detail,rule_8_body_why_what_pass,rule_8_body_why_what_detail,rule_9_body_word_count_pass,rule_9_body_word_count_detail,rule_10_trailer_format_pass,rule_10_trailer_format_detail,rule_11_signed_off_by_pass,rule_11_signed_off_by_detail,rule_12_breaking_footer_pass,rule_12_breaking_footer_detail,rule_13_ticket_ref_pass,rule_13_ticket_ref_detail,rule_14_subject_length_pass,rule_14_subject_length_detail,auto_score,scored_rules
opus_markdown_task1_rep3,opus,markdown,1,simple,3,5674,3,112,32045,0,0.0188375,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 46 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=38 <= 50,14,14
opus_markdown_task1_rep4,opus,markdown,1,simple,4,5199,3,112,32045,0,0.0188375,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 46 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=38 <= 50,14,14
opus_markdown_task1_rep5,opus,markdown,1,simple,5,5760,3,112,32045,0,0.0188375,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 46 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=38 <= 50,14,14
opus_markdown_task2_rep1,opus,markdown,2,medium,1,5513,3,123,27298,4798,0.046726500000000004,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 49 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=46 <= 50,14,14
opus_markdown_task2_rep2,opus,markdown,2,medium,2,7879,3,123,32096,0,0.019138,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 49 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=46 <= 50,14,14
opus_markdown_task2_rep3,opus,markdown,2,medium,3,6499,3,123,32096,0,0.019138,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 49 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=46 <= 50,14,14
opus_markdown_task2_rep4,opus,markdown,2,medium,4,5258,3,123,32096,0,0.019138,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 49 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=46 <= 50,14,14
opus_markdown_task2_rep5,opus,markdown,2,medium,5,5223,3,123,32096,0,0.019138,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 49 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=46 <= 50,14,14
opus_markdown_task3_rep1,opus,markdown,3,complex,1,5728,3,161,27298,4838,0.0479265,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 44 words (range: 30-150),True,all 3 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,BREAKING CHANGE footer present (146 chars),True,Ticket footer contains PROJ-189,True,length=39 <= 50,14,14
opus_markdown_task3_rep2,opus,markdown,3,complex,2,5491,3,161,32136,0,0.020108,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 44 words (range: 30-150),True,all 3 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,BREAKING CHANGE footer present (146 chars),True,Ticket footer contains PROJ-189,True,length=39 <= 50,14,14
opus_markdown_task3_rep3,opus,markdown,3,complex,3,5571,3,161,32136,0,0.020108,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 44 words (range: 30-150),True,all 3 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,BREAKING CHANGE footer present (146 chars),True,Ticket footer contains PROJ-189,True,length=39 <= 50,14,14
opus_markdown_task3_rep4,opus,markdown,3,complex,4,5641,3,161,32136,0,0.020108,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 44 words (range: 30-150),True,all 3 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,BREAKING CHANGE footer present (146 chars),True,Ticket footer contains PROJ-189,True,length=39 <= 50,14,14
opus_markdown_task3_rep5,opus,markdown,3,complex,5,5925,3,161,32136,0,0.020108,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 44 words (range: 30-150),True,all 3 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,BREAKING CHANGE footer present (146 chars),True,Ticket footer contains PROJ-189,True,length=39 <= 50,14,14
opus_none_task1_rep1,opus,none,1,simple,1,5536,3,66,0,30092,0.18974,True,,True,,True,valid type: fix,True,ok,True,first word 'handle' is ok,True,ok,True,ok,False,"scope 'UserService' not in allowed_scopes: ['auth', 'api', 'db', 'ui', 'core']",False,"expected description to start with ':bug: ', got 'handle null user record in fin'",False,"missing sections: Why:, What:",False,"body has 15 words, minimum is 30",True,all 1 footer(s) in Key: value format,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,n/a (not a breaking change),False,missing Ticket: PROJ-247 footer,False,length=55 > 50,7,14
opus_none_task1_rep2,opus,none,1,simple,2,6189,3,49,30092,0,0.016286000000000002,True,,True,,True,valid type: fix,True,ok,True,first word 'handle' is ok,True,ok,True,ok,False,"scope 'UserService' not in allowed_scopes: ['auth', 'api', 'db', 'ui', 'core']",False,"expected description to start with ':bug: ', got 'handle null user record in fin'",False,"missing sections: Why:, What:",False,"body has 15 words, minimum is 30",True,all 1 footer(s) in Key: value format,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,n/a (not a breaking change),False,missing Ticket: PROJ-247 footer,False,length=55 > 50,7,14
opus_none_task1_rep3,opus,none,1,simple,3,7953,3,66,30092,0,0.016711,True,,True,,True,valid type: fix,True,ok,True,first word 'handle' is ok,True,ok,True,ok,False,"scope 'UserService' not in allowed_scopes: ['auth', 'api', 'db', 'ui', 'core']",False,"expected description to start with ':bug: ', got 'handle missing user record in '",False,"missing sections: Why:, What:",False,"body has 15 words, minimum is 30",True,all 1 footer(s) in Key: value format,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,n/a (not a breaking change),False,missing Ticket: PROJ-247 footer,False,length=58 > 50,7,14
opus_none_task1_rep4,opus,none,1,simple,4,6566,3,49,30092,0,0.016286000000000002,True,,True,,True,valid type: fix,True,ok,True,first word 'handle' is ok,True,ok,True,ok,False,"scope 'UserService' not in allowed_scopes: ['auth', 'api', 'db', 'ui', 'core']",False,"expected description to start with ':bug: ', got 'handle null user record in fin'",False,"missing sections: Why:, What:",False,"body has 15 words, minimum is 30",True,all 1 footer(s) in Key: value format,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,n/a (not a breaking change),False,missing Ticket: PROJ-247 footer,False,length=55 > 50,7,14
opus_none_task1_rep5,opus,none,1,simple,5,7241,3,67,30092,0,0.016736,True,,True,,True,valid type: fix,True,ok,True,first word 'handle' is ok,True,ok,True,ok,False,"scope 'UserService' not in allowed_scopes: ['auth', 'api', 'db', 'ui', 'core']",False,"expected description to start with ':bug: ', got 'handle null user record in fin'",False,"missing sections: Why:, What:",False,"body has 16 words, minimum is 30",True,all 1 footer(s) in Key: value format,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,n/a (not a breaking change),False,missing Ticket: PROJ-247 footer,False,length=55 > 50,7,14
opus_none_task2_rep1,opus,none,2,medium,1,5690,3,78,27298,2845,0.03339525,True,,True,,True,valid type: feat,True,ok,True,first word 'add' is ok,True,ok,True,ok,False,"no scope present, expected one of ['auth', 'api', 'db', 'ui', 'core']",False,"expected description to start with ':sparkles: ', got 'add per-IP rate limiting middl'",False,"missing sections: Why:, What:",True,body has 33 words (range: 30-150),True,all 1 footer(s) in Key: value format,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,n/a (not a breaking change),False,missing Ticket: PROJ-312 footer,False,length=74 > 50,8,14
opus_none_task2_rep2,opus,none,2,medium,2,6014,3,78,30143,0,0.0170365,True,,True,,True,valid type: feat,True,ok,True,first word 'add' is ok,True,ok,True,ok,False,"no scope present, expected one of ['auth', 'api', 'db', 'ui', 'core']",False,"expected description to start with ':sparkles: ', got 'add per-IP rate limiting middl'",False,"missing sections: Why:, What:",True,body has 33 words (range: 30-150),True,all 1 footer(s) in Key: value format,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,n/a (not a breaking change),False,missing Ticket: PROJ-312 footer,False,length=74 > 50,8,14
opus_none_task2_rep3,opus,none,2,medium,3,5694,3,80,30143,0,0.0170865,True,,True,,True,valid type: feat,True,ok,True,first word 'add' is ok,True,ok,True,ok,False,"no scope present, expected one of ['auth', 'api', 'db', 'ui', 'core']",False,"expected description to start with ':sparkles: ', got 'add per-IP rate limiting middl'",False,"missing sections: Why:, What:",True,body has 34 words (range: 30-150),True,all 1 footer(s) in Key: value format,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,n/a (not a breaking change),False,missing Ticket: PROJ-312 footer,False,length=60 > 50,8,14
opus_none_task2_rep4,opus,none,2,medium,4,7437,3,73,30143,0,0.0169115,True,,True,,True,valid type: feat,True,ok,True,first word 'add' is ok,True,ok,True,ok,False,"no scope present, expected one of ['auth', 'api', 'db', 'ui', 'core']",False,"expected description to start with ':sparkles: ', got 'add per-IP rate limiting middl'",False,"missing sections: Why:, What:",False,"body has 28 words, minimum is 30",True,all 1 footer(s) in Key: value format,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,n/a (not a breaking change),False,missing Ticket: PROJ-312 footer,False,length=60 > 50,7,14
opus_none_task2_rep5,opus,none,2,medium,5,5817,3,91,30143,0,0.0173615,True,,True,,True,valid type: feat,True,ok,True,first word 'add' is ok,True,ok,True,ok,False,"no scope present, expected one of ['auth', 'api', 'db', 'ui', 'core']",False,"expected description to start with ':sparkles: ', got 'add per-IP rate limiting middl'",False,"missing sections: Why:, What:",False,"body has 28 words, minimum is 30",True,all 1 footer(s) in Key: value format,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,n/a (not a breaking change),False,missing Ticket: PROJ-312 footer,False,length=60 > 50,7,14
opus_none_task3_rep1,opus,none,3,complex,1,6273,3,127,27298,2885,0.03487025,True,,True,,True,valid type: feat,True,ok,True,first word 'replace' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,False,"expected description to start with ':sparkles: ', got 'replace jsonwebtoken with jose'",False,"missing sections: Why:, What:",False,"body has 29 words, minimum is 30",True,all 2 footer(s) in Key: value format,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,BREAKING CHANGE footer present (146 chars),False,missing Ticket: PROJ-189 footer,False,length=60 > 50,8,14
opus_none_task3_rep2,opus,none,3,complex,2,6367,3,117,30183,0,0.0180315,True,,True,,True,valid type: feat,True,ok,True,first word 'replace' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,False,"expected description to start with ':sparkles: ', got 'replace jsonwebtoken with jose'",False,"missing sections: Why:, What:",False,"body has 20 words, minimum is 30",True,all 2 footer(s) in Key: value format,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,BREAKING CHANGE footer present (146 chars),False,missing Ticket: PROJ-189 footer,False,length=60 > 50,8,14
opus_none_task3_rep3,opus,none,3,complex,3,6206,3,116,30183,0,0.0180065,True,,True,,True,valid type: feat,True,ok,True,first word 'replace' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,False,"expected description to start with ':sparkles: ', got 'replace jsonwebtoken with jose'",False,"missing sections: Why:, What:",False,"body has 20 words, minimum is 30",True,all 2 footer(s) in Key: value format,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,BREAKING CHANGE footer present (146 chars),False,missing Ticket: PROJ-189 footer,False,length=60 > 50,8,14
opus_none_task3_rep4,opus,none,3,complex,4,6248,3,152,30183,0,0.0189065,True,,True,,True,valid type: feat,True,ok,True,first word 'replace' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,False,"expected description to start with ':sparkles: ', got 'replace jsonwebtoken with jose'",False,"missing sections: Why:, What:",True,body has 30 words (range: 30-150),True,all 2 footer(s) in Key: value format,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,BREAKING CHANGE footer present (146 chars),False,missing Ticket: PROJ-189 footer,False,length=60 > 50,9,14
opus_none_task3_rep5,opus,none,3,complex,5,6239,3,127,30183,0,0.0182815,True,,True,,True,valid type: feat,True,ok,True,first word 'replace' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,False,"expected description to start with ':sparkles: ', got 'replace jsonwebtoken with jose'",False,"missing sections: Why:, What:",False,"body has 29 words, minimum is 30",True,all 2 footer(s) in Key: value format,False,"missing Signed-off-by footer, expected 'Alice Developer <alice@example.com>'",True,BREAKING CHANGE footer present (146 chars),False,missing Ticket: PROJ-189 footer,False,length=60 > 50,8,14
opus_pseudocode-target_task1_pilot,opus,pseudocode+target,1,simple,0,7210,3,133,0,34806,0.22087749999999998,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 61 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=45 <= 50,14,14
opus_pseudocode_task1_rep1,opus,pseudocode,1,simple,1,22366,3,134,27298,7509,0.06394525000000001,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 62 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=45 <= 50,14,14
opus_pseudocode_task1_rep2,opus,pseudocode,1,simple,2,7340,3,134,34807,0,0.0207685,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 62 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=45 <= 50,14,14
opus_pseudocode_task1_rep3,opus,pseudocode,1,simple,3,5877,3,134,34807,0,0.0207685,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 62 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=45 <= 50,14,14
opus_pseudocode_task1_rep4,opus,pseudocode,1,simple,4,5701,3,134,34807,0,0.0207685,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 62 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=45 <= 50,14,14
opus_pseudocode_task1_rep5,opus,pseudocode,1,simple,5,5670,3,134,34807,0,0.0207685,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 62 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=45 <= 50,14,14
opus_pseudocode_task2_rep1,opus,pseudocode,2,medium,1,5919,3,139,27298,7560,0.064389,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 64 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=39 <= 50,14,14
opus_pseudocode_task2_rep2,opus,pseudocode,2,medium,2,6652,3,135,34858,0,0.020819,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 61 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=39 <= 50,14,14
opus_pseudocode_task2_rep3,opus,pseudocode,2,medium,3,17188,3,141,34858,0,0.020969,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 64 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=39 <= 50,14,14
opus_pseudocode_task2_rep4,opus,pseudocode,2,medium,4,5975,3,135,34858,0,0.020819,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 61 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=39 <= 50,14,14
opus_pseudocode_task2_rep5,opus,pseudocode,2,medium,5,6546,3,140,34858,0,0.020944,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'api' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 63 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-312,True,length=39 <= 50,14,14
opus_pseudocode_task3_rep1,opus,pseudocode,3,complex,1,6229,3,161,27298,7600,0.065189,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 44 words (range: 30-150),True,all 3 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,BREAKING CHANGE footer present (146 chars),True,Ticket footer contains PROJ-189,True,length=39 <= 50,14,14
opus_pseudocode_task3_rep2,opus,pseudocode,3,complex,2,5439,3,161,34898,0,0.021489,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 44 words (range: 30-150),True,all 3 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,BREAKING CHANGE footer present (146 chars),True,Ticket footer contains PROJ-189,True,length=39 <= 50,14,14
opus_pseudocode_task3_rep3,opus,pseudocode,3,complex,3,5631,3,161,34898,0,0.021489,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 44 words (range: 30-150),True,all 3 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,BREAKING CHANGE footer present (146 chars),True,Ticket footer contains PROJ-189,True,length=39 <= 50,14,14
opus_pseudocode_task3_rep4,opus,pseudocode,3,complex,4,6466,3,161,34898,0,0.021489,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 44 words (range: 30-150),True,all 3 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,BREAKING CHANGE footer present (146 chars),True,Ticket footer contains PROJ-189,True,length=39 <= 50,14,14
opus_pseudocode_task3_rep5,opus,pseudocode,3,complex,5,7002,3,161,34898,0,0.021489,True,,True,,True,valid type: feat,True,ok,True,first word ':sparkles:' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,True,description starts with :sparkles:,True,both Why: and What: sections found,True,body has 44 words (range: 30-150),True,all 3 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,BREAKING CHANGE footer present (146 chars),True,Ticket footer contains PROJ-189,True,length=39 <= 50,14,14
zai-coding-plan-glm-4.7-flash_markdown_task1_pilot,zai-coding-plan/glm-4.7-flash,markdown,1,simple,0,40735,18150,638,477,0,0,False,could not extract commit message from output,False,could not extract commit message from output,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,False,no commit message extracted,0,0
zai-coding-plan-glm-4.7-flash_pseudocode-target_task1_pilot,zai-coding-plan/glm-4.7-flash,pseudocode+target,1,simple,0,14513,15529,509,477,0,0,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'auth' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 46 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=47 <= 50,14,14
zai-coding-plan-glm-4.7_markdown_task1_pilot,zai-coding-plan/glm-4.7,markdown,1,simple,0,13397,18145,758,477,0,0,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 46 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=45 <= 50,14,14
zai-coding-plan-glm-4.7_markdown_task1_rep1,zai-coding-plan/glm-4.7,markdown,1,simple,1,8918,2380,675,10802,0,0,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 46 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=45 <= 50,14,14
zai-coding-plan-glm-4.7_markdown_task1_rep2,zai-coding-plan/glm-4.7,markdown,1,simple,2,7084,2,481,13180,0,0,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,False,"scope 'services' not in allowed_scopes: ['auth', 'api', 'db', 'ui', 'core']",True,description starts with :bug:,True,both Why: and What: sections found,True,body has 46 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,False,length=51 > 50,12,14
zai-coding-plan-glm-4.7_markdown_task1_rep3,zai-coding-plan/glm-4.7,markdown,1,simple,3,6227,2,481,13180,0,0,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 46 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=45 <= 50,14,14
zai-coding-plan-glm-4.7_markdown_task1_rep4,zai-coding-plan/glm-4.7,markdown,1,simple,4,7435,2,621,13180,0,0,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,False,"scope 'services' not in allowed_scopes: ['auth', 'api', 'db', 'ui', 'core']",True,description starts with :bug:,True,both Why: and What: sections found,True,body has 46 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=44 <= 50,13,14
zai-coding-plan-glm-4.7_markdown_task1_rep5,zai-coding-plan/glm-4.7,markdown,1,simple,5,7302,2,554,13180,0,0,True,,True,,True,valid type: fix,True,ok,True,first word ':bug:' is ok,True,ok,True,ok,True,scope 'db' in allowed list,True,description starts with :bug:,True,both Why: and What: sections found,True,body has 46 words (range: 30-150),True,all 2 footer(s) in Key: value format,True,Signed-off-by matches: Alice Developer <alice@example.com>,True,n/a (not a breaking change),True,Ticket footer contains PROJ-247,True,length=45 <= 50,14,14
