run_id,model,condition,task,task_complexity,rep,duration_ms,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,total_cost_usd,extraction_ok,extraction_error,structure_valid,structure_errors,rule_1_tag_pass,rule_1_tag_detail,rule_2_user_pass,rule_2_user_detail,rule_3_secrets_pass,rule_3_secrets_detail,rule_4_multistage_pass,rule_4_multistage_detail,rule_5_workdir_pass,rule_5_workdir_detail,rule_6_deps_first_pass,rule_6_deps_first_detail,rule_7_combined_run_pass,rule_7_combined_run_detail,rule_8_apt_pass,rule_8_apt_detail,rule_9_healthcheck_pass,rule_9_healthcheck_detail,rule_10_expose_pass,rule_10_expose_detail,rule_11_label_pass,rule_11_label_detail,rule_12_exec_form_pass,rule_12_exec_form_detail,rule_13_no_add_pass,rule_13_no_add_detail,rule_14_dockerignore_pass,rule_14_dockerignore_detail,auto_score,scored_rules,needs_manual_review,outcome_correct_port_pass,outcome_correct_port_detail,outcome_target_names_pass,outcome_target_names_detail,outcome_runtime_match_pass,outcome_runtime_match_detail,outcome_score
opus_markdown_task3_rep1,opus,markdown,3,complex,1,40475,3,716,22964,3906,0.053809499999999996,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (6 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,"ok (EXPOSE 80, 8080)",True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),False,"runtime 'rust' not found in FROM images: ['node:20-alpine', 'nginx:1.25-alpine', 'golang:1.22-alpine', 'alpine:3.19', 'python:3.12-slim', 'python:3.12-slim']",2
opus_markdown_task3_rep2,opus,markdown,3,complex,2,35444,3,707,26870,0,0.031125,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (6 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,"ok (EXPOSE 80, 8080)",True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),False,"runtime 'rust' not found in FROM images: ['node:20-alpine', 'nginx:1.25-alpine', 'golang:1.22-alpine', 'alpine:3.19', 'python:3.12-slim', 'python:3.12-slim']",2
opus_markdown_task3_rep3,opus,markdown,3,complex,3,36160,3,726,26870,0,0.0316,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (6 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,"ok (EXPOSE 80, 8080)",True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),False,"runtime 'rust' not found in FROM images: ['node:20-alpine', 'nginx:1.25-alpine', 'golang:1.22-alpine', 'alpine:3.19', 'python:3.12-slim', 'python:3.12-slim']",2
opus_markdown_task3_rep4,opus,markdown,3,complex,4,21954,3,726,26870,0,0.0316,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (6 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,"ok (EXPOSE 80, 8080)",True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),False,"runtime 'rust' not found in FROM images: ['node:20-alpine', 'nginx:1.27-alpine', 'golang:1.23-alpine', 'alpine:3.20', 'python:3.12-slim', 'python:3.12-slim']",2
opus_markdown_task3_rep5,opus,markdown,3,complex,5,38886,3,762,26870,0,0.0325,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (6 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,"ok (EXPOSE 80, 8080)",True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),False,"runtime 'rust' not found in FROM images: ['node:20-alpine', 'nginx:1.25-alpine', 'golang:1.22-alpine', 'alpine:3.19', 'python:3.12-slim', 'python:3.12-slim']",2
opus_none_task1_rep1,opus,none,1,simple,1,5439,3,203,0,25158,0.1623275,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,ok (deps copied before source),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),False,no LABEL instruction,True,ok,True,ok,True,needs_review,12,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),False,"runtime 'java' not found in FROM images: ['node:20-alpine', 'node:20-alpine']",2
opus_none_task1_rep2,opus,none,1,simple,2,5523,3,185,25158,0,0.017218999999999998,True,,True,,True,ok,True,ok (USER node),True,ok,True,ok (2 stages),True,ok,True,ok (deps copied before source),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),False,no LABEL instruction,True,ok,True,ok,True,needs_review,12,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),False,"runtime 'java' not found in FROM images: ['node:20-alpine', 'node:20-alpine']",2
opus_none_task1_rep3,opus,none,1,simple,3,6323,3,185,25158,0,0.017218999999999998,True,,True,,True,ok,True,ok (USER node),True,ok,True,ok (2 stages),True,ok,True,ok (deps copied before source),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),False,no LABEL instruction,True,ok,True,ok,True,needs_review,12,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),False,"runtime 'java' not found in FROM images: ['node:20-alpine', 'node:20-alpine']",2
opus_none_task1_rep4,opus,none,1,simple,4,24616,3,212,25158,0,0.017894,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,ok (deps copied before source),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),False,no LABEL instruction,True,ok,True,ok,True,needs_review,12,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),False,"runtime 'java' not found in FROM images: ['node:22-alpine', 'node:22-alpine']",2
opus_none_task1_rep5,opus,none,1,simple,5,41020,3,185,25158,0,0.017218999999999998,True,,True,,True,ok,True,ok (USER node),True,ok,True,ok (2 stages),True,ok,True,ok (deps copied before source),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),False,no LABEL instruction,True,ok,True,ok,True,needs_review,12,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),False,"runtime 'java' not found in FROM images: ['node:20-alpine', 'node:20-alpine']",2
opus_none_task2_rep1,opus,none,2,medium,1,42701,3,464,22964,2240,0.037097,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8000),False,no LABEL instruction,True,ok,True,ok,True,needs_review,11,13,True,False,"exposed ports ['8000'], expected 8088",True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.11-slim,2
opus_none_task2_rep2,opus,none,2,medium,2,20169,3,464,25204,0,0.024217,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8000),False,no LABEL instruction,True,ok,True,ok,True,needs_review,11,13,True,False,"exposed ports ['8000'], expected 8088",True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.11-slim,2
opus_none_task2_rep3,opus,none,2,medium,3,23757,3,464,25204,0,0.024217,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8000),False,no LABEL instruction,True,ok,True,ok,True,needs_review,11,13,True,False,"exposed ports ['8000'], expected 8088",True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.11-slim,2
opus_none_task2_rep4,opus,none,2,medium,4,24595,3,400,25204,0,0.022616999999999998,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 2 adjacent),True,ok,False,no HEALTHCHECK instruction,True,ok (EXPOSE 8000),False,no LABEL instruction,True,ok,True,ok,True,needs_review,10,13,True,False,"exposed ports ['8000'], expected 8088",True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.11-slim,2
opus_none_task2_rep5,opus,none,2,medium,5,50742,3,464,20406,4308,0.048742999999999995,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8000),False,no LABEL instruction,True,ok,True,ok,True,needs_review,11,13,True,False,"exposed ports ['8000'], expected 8088",True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.11-slim,2
opus_none_task3_rep1,opus,none,3,complex,1,41061,3,638,23277,1821,0.03898475,True,,False,missing CMD or ENTRYPOINT instruction,True,ok,False,no USER instruction found,True,ok,False,only 1 FROM (need >= 2 for multi-stage),True,ok,True,ok (deps copied before source),True,ok (max 1 adjacent),True,n/a (no apt-get install),False,no HEALTHCHECK instruction,False,no EXPOSE instruction,False,no LABEL instruction,True,needs_review (no CMD/ENTRYPOINT found),True,ok,True,needs_review,8,13,True,False,"no EXPOSE found, expected port 8080",True,n/a (not a multi-target build),False,runtime 'rust' not found in FROM images: ['node:20-alpine'],1
opus_none_task3_rep2,opus,none,3,complex,2,74489,4,841,48186,2753,0.06234425,True,,True,,True,ok,False,no USER instruction found,True,ok,True,ok (5 stages),True,ok,True,ok (deps copied before source),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,"ok (EXPOSE 80, 8080)",False,no LABEL instruction,True,ok,True,ok,True,needs_review,11,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),False,"runtime 'rust' not found in FROM images: ['node:22-alpine', 'nginx:alpine', 'golang:1.23-alpine', 'alpine:3.20', 'python:3.12-slim']",2
opus_none_task3_rep3,opus,none,3,complex,3,74607,4,868,47971,1998,0.058192999999999995,True,,True,,True,ok,True,ok (USER nobody),True,ok,True,ok (6 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 1 adjacent),True,n/a (no apt-get install),False,no HEALTHCHECK instruction,True,"ok (EXPOSE 80, 8080)",False,no LABEL instruction,True,ok,True,ok,True,needs_review,10,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),False,"runtime 'rust' not found in FROM images: ['node:20-alpine', 'nginx:alpine', 'golang:1.22-alpine', 'gcr.io/distroless/static-debian12:nonroot', 'python:3.12-slim', 'python:3.12-slim']",2
opus_none_task3_rep4,opus,none,3,complex,4,37171,3,402,20406,5197,0.052749250000000004,True,,True,,True,ok,False,no USER instruction found,True,ok,True,ok (6 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 1 adjacent),True,n/a (no apt-get install),False,no HEALTHCHECK instruction,True,"ok (EXPOSE 80, 8080)",False,no LABEL instruction,True,ok,True,ok,True,needs_review,9,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),False,"runtime 'rust' not found in FROM images: ['node:20-alpine', 'nginx:alpine', 'golang:1.22-alpine', 'gcr.io/distroless/static-debian12:nonroot', 'python:3.12-slim', 'python:3.12-slim']",2
opus_none_task3_rep5,opus,none,3,complex,5,47876,3,390,25603,0,0.0225665,True,,True,,True,ok,True,ok (USER celery),True,ok,True,ok (5 stages),True,ok,True,ok (deps copied before source),True,ok (max 1 adjacent),True,n/a (no apt-get install),False,no HEALTHCHECK instruction,True,"ok (EXPOSE 80, 8080)",False,no LABEL instruction,True,ok,True,ok,True,needs_review,11,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),False,"runtime 'rust' not found in FROM images: ['node:20-alpine', 'nginx:alpine', 'golang:1.22-alpine', 'gcr.io/distroless/static-debian12:nonroot', 'python:3.12-slim']",2
opus_pseudocode_task1_rep1,opus,pseudocode,1,simple,1,34876,3,271,22964,5057,0.04987825,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,ok (deps copied before source),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),False,"runtime 'java' not found in FROM images: ['node:20-alpine', 'node:20-alpine']",2
opus_pseudocode_task1_rep2,opus,pseudocode,1,simple,2,40663,3,271,28021,0,0.0208005,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,ok (deps copied before source),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),False,"runtime 'java' not found in FROM images: ['node:20-alpine', 'node:20-alpine']",2
opus_pseudocode_task1_rep3,opus,pseudocode,1,simple,3,34795,3,271,28021,0,0.0208005,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,ok (deps copied before source),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),False,"runtime 'java' not found in FROM images: ['node:20-alpine', 'node:20-alpine']",2
opus_pseudocode_task1_rep4,opus,pseudocode,1,simple,4,21909,3,271,28021,0,0.0208005,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,ok (deps copied before source),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),False,"runtime 'java' not found in FROM images: ['node:20-alpine', 'node:20-alpine']",2
opus_pseudocode_task1_rep5,opus,pseudocode,1,simple,5,18230,3,248,28021,0,0.0202255,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),False,"runtime 'java' not found in FROM images: ['node:20-alpine', 'node:20-alpine']",2
opus_pseudocode_task2_rep1,opus,pseudocode,2,medium,1,17603,3,512,22964,5103,0.05619075,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 1 adjacent),True,ok,True,ok,True,ok (EXPOSE 8000),True,ok,True,ok,True,ok,True,needs_review,12,13,True,False,"exposed ports ['8000'], expected 8088",True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.11-slim,2
opus_pseudocode_task2_rep2,opus,pseudocode,2,medium,2,15922,3,428,28067,0,0.0247485,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 1 adjacent),True,ok,True,ok,True,ok (EXPOSE 8000),True,ok,True,ok,True,ok,True,needs_review,12,13,True,False,"exposed ports ['8000'], expected 8088",True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.11-slim,2
opus_pseudocode_task2_rep3,opus,pseudocode,2,medium,3,19395,3,428,28067,0,0.0247485,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 1 adjacent),True,ok,True,ok,True,ok (EXPOSE 8000),True,ok,True,ok,True,ok,True,needs_review,12,13,True,False,"exposed ports ['8000'], expected 8088",True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.11-slim,2
opus_pseudocode_task2_rep4,opus,pseudocode,2,medium,4,17801,3,428,28067,0,0.0247485,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 1 adjacent),True,ok,True,ok,True,ok (EXPOSE 8000),True,ok,True,ok,True,ok,True,needs_review,12,13,True,False,"exposed ports ['8000'], expected 8088",True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.11-slim,2
opus_pseudocode_task2_rep5,opus,pseudocode,2,medium,5,9824,3,388,28067,0,0.0237485,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 8000),True,ok,True,ok,True,ok,True,needs_review,12,13,True,False,"exposed ports ['8000'], expected 8088",True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.11-slim,2
opus_pseudocode_task3_rep1,opus,pseudocode,3,complex,1,21409,3,756,22964,5121,0.06240325,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (6 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 1 adjacent),True,ok,True,ok,True,"ok (EXPOSE 80, 8080, 8888)",True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),False,"runtime 'rust' not found in FROM images: ['node:20-alpine', 'nginx:1.25-alpine', 'golang:1.22-alpine', 'alpine:3.19', 'python:3.11-slim', 'python:3.11-slim']",2
opus_pseudocode_task3_rep2,opus,pseudocode,3,complex,2,12046,3,645,28085,0,0.0301825,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (6 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,"ok (EXPOSE 80, 8080)",True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),False,"runtime 'rust' not found in FROM images: ['node:20-alpine', 'nginx:1.25-alpine', 'golang:1.22-alpine', 'alpine:3.19', 'python:3.11-slim', 'python:3.11-slim']",2
opus_pseudocode_task3_rep3,opus,pseudocode,3,complex,3,12857,3,757,28085,0,0.0329825,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (6 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 1 adjacent),True,ok,True,ok,True,"ok (EXPOSE 80, 8080, 8888)",True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),False,"runtime 'rust' not found in FROM images: ['node:20-alpine', 'nginx:1.25-alpine', 'golang:1.22-alpine', 'alpine:3.19', 'python:3.11-slim', 'python:3.11-slim']",2
opus_pseudocode_task3_rep4,opus,pseudocode,3,complex,4,53116,5,2511,85154,1787,0.11654574999999999,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (6 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,"ok (EXPOSE 80, 8080, 6379)",True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),False,"runtime 'rust' not found in FROM images: ['node:20-alpine', 'golang:1.22-alpine', 'python:3.11-slim', 'nginx:1.25-alpine', 'gcr.io/distroless/static-debian12:nonroot', 'python:3.11-slim']",2
opus_pseudocode_task3_rep5,opus,pseudocode,3,complex,5,73740,6,3126,117329,7444,0.1833695,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (7 stages),True,ok,False,broad COPY before dependency file COPY,True,ok (max 1 adjacent),True,ok,True,ok,True,"ok (EXPOSE 80, 8080, 5555)",True,ok,True,ok,True,ok,True,needs_review,12,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),False,"runtime 'rust' not found in FROM images: ['node:20-alpine', 'node:20-alpine', 'nginx:1.27-alpine', 'golang:1.22-alpine', 'alpine:3.20', 'python:3.11-slim', 'python:3.11-slim']",2
zai-coding-plan-glm-4.7-flash_markdown_task1_rep1,zai-coding-plan/glm-4.7-flash,markdown,1,simple,1,37167,9775,1538,8417,0,0,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),False,"runtime 'java' not found in FROM images: ['node:20-alpine', 'node:20-alpine']",2
zai-coding-plan-glm-4.7-flash_markdown_task1_rep2,zai-coding-plan/glm-4.7-flash,markdown,1,simple,2,14539,18148,528,43,0,0,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),False,"runtime 'java' not found in FROM images: ['node:20-alpine', 'node:20-alpine']",2
zai-coding-plan-glm-4.7-flash_markdown_task1_rep3,zai-coding-plan/glm-4.7-flash,markdown,1,simple,3,33649,9775,517,8417,0,0,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),False,"runtime 'java' not found in FROM images: ['node:20-alpine', 'node:20-alpine']",2
zai-coding-plan-glm-4.7-flash_markdown_task1_rep4,zai-coding-plan/glm-4.7-flash,markdown,1,simple,4,14935,9679,623,8516,0,0,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),False,"runtime 'java' not found in FROM images: ['node:20-alpine', 'node:20-alpine']",2
zai-coding-plan-glm-4.7-flash_markdown_task1_rep5,zai-coding-plan/glm-4.7-flash,markdown,1,simple,5,17165,9775,613,8417,0,0,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,ok (deps copied before source),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 3000),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 3000 exposed,True,n/a (not a multi-target build),False,"runtime 'java' not found in FROM images: ['node:20-alpine', 'node:20-alpine']",2
zai-coding-plan-glm-4.7-flash_markdown_task2_rep1,zai-coding-plan/glm-4.7-flash,markdown,2,medium,1,15808,9818,505,8417,0,0,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 8000),True,ok,True,ok,True,ok,True,needs_review,13,13,True,False,"exposed ports ['8000'], expected 8088",True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.11-slim,2
zai-coding-plan-glm-4.7-flash_markdown_task2_rep2,zai-coding-plan/glm-4.7-flash,markdown,2,medium,2,13409,9818,449,8417,0,0,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,ok (deps copied before source),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 8000),False,no LABEL instruction,True,ok,True,ok,True,needs_review,12,13,True,False,"exposed ports ['8000'], expected 8088",True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.11-slim,2
zai-coding-plan-glm-4.7-flash_markdown_task2_rep3,zai-coding-plan/glm-4.7-flash,markdown,2,medium,3,30546,17757,950,477,0,0,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 2 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 8000),True,ok,True,ok,True,ok,True,needs_review,13,13,True,False,"exposed ports ['8000'], expected 8088",True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.11-slim,2
zai-coding-plan-glm-4.7-flash_markdown_task2_rep4,zai-coding-plan/glm-4.7-flash,markdown,2,medium,4,33797,9672,1093,8560,0,0,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 2 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 8000),True,ok,True,ok,True,ok,True,needs_review,13,13,True,False,"exposed ports ['8000'], expected 8088",True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.11-slim,2
zai-coding-plan-glm-4.7-flash_markdown_task2_rep5,zai-coding-plan/glm-4.7-flash,markdown,2,medium,5,45540,9817,1408,8417,0,0,True,,True,,True,ok,True,ok (USER appuser),True,ok,True,ok (2 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 8000),True,ok,True,ok,True,ok,True,needs_review,13,13,True,False,"exposed ports ['8000'], expected 8088",True,n/a (not a multi-target build),True,runtime 'python' matched in FROM python:3.11-slim,2
zai-coding-plan-glm-4.7-flash_markdown_task3_rep1,zai-coding-plan/glm-4.7-flash,markdown,3,complex,1,65196,9839,2518,8417,0,0,True,,True,,True,ok,True,ok (USER nginx),True,ok,True,ok (4 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,"ok (EXPOSE 80, 8080, 5555)",True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),False,"runtime 'rust' not found in FROM images: ['node:20-alpine', 'nginx:1.25-alpine', 'golang:1.22-alpine', 'python:3.12-slim']",2
zai-coding-plan-glm-4.7-flash_markdown_task3_rep2,zai-coding-plan/glm-4.7-flash,markdown,3,complex,2,31951,9529,1528,8728,0,0,True,,True,,True,ok,True,ok (USER nginx),True,ok,True,ok (7 stages),False,RUN before WORKDIR in a stage,False,broad COPY before dependency file COPY,True,ok (max 2 adjacent),True,n/a (no apt-get install),True,ok,True,"ok (EXPOSE 80, 8080, 8080)",True,ok,True,ok,True,ok,True,needs_review,11,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),False,"runtime 'rust' not found in FROM images: ['node:${NODE_VERSION}', 'node:${NODE_VERSION}', 'nginx:1.25-alpine', 'golang:${GO_VERSION}', 'golang:${GO_VERSION}', 'python:${PYTHON_VERSION}', 'python:${PYTHON_VERSION}']",2
zai-coding-plan-glm-4.7-flash_markdown_task3_rep4,zai-coding-plan/glm-4.7-flash,markdown,3,complex,4,59355,17907,1181,476,0,0,True,,True,,True,ok,True,ok (USER inference),True,ok,True,ok (4 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 2 adjacent),True,ok,True,ok,True,ok (EXPOSE 8080),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),True,runtime 'rust' matched in FROM rust:1.78-alpine,3
zai-coding-plan-glm-4.7-flash_markdown_task3_rep5,zai-coding-plan/glm-4.7-flash,markdown,3,complex,5,67749,9963,1009,8417,0,0,True,,True,,True,ok,True,ok (USER inference),True,ok,True,ok (4 stages),True,ok,True,needs_review (no broad COPY detected),True,ok (max 1 adjacent),True,n/a (no apt-get install),True,ok,True,ok (EXPOSE 8080),True,ok,True,ok,True,ok,True,needs_review,13,13,True,True,port 8080 exposed,True,n/a (not a multi-target build),True,runtime 'rust' matched in FROM rust:1.78-alpine,3
