run_id,model,condition,task,task_complexity,rep,duration_ms,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,total_cost_usd,extraction_ok,extraction_error,structure_valid,structure_errors,rule_1_naming_pass,rule_1_naming_detail,rule_2_var_description_pass,rule_2_var_description_detail,rule_3_var_type_pass,rule_3_var_type_detail,rule_4_outputs_pass,rule_4_outputs_detail,rule_5_tags_pass,rule_5_tags_detail,rule_6_lifecycle_pass,rule_6_lifecycle_detail,rule_7_var_separation_pass,rule_7_var_separation_detail,rule_8_file_structure_pass,rule_8_file_structure_detail,rule_9_no_hardcoded_ids_pass,rule_9_no_hardcoded_ids_detail,rule_10_provider_pinned_pass,rule_10_provider_pinned_detail,rule_11_backend_pass,rule_11_backend_detail,rule_12_sensitive_pass,rule_12_sensitive_detail,rule_13_data_sources_pass,rule_13_data_sources_detail,rule_14_locals_pass,rule_14_locals_detail,auto_score,scored_rules,needs_manual_review,outcome_resources_present_pass,outcome_resources_present_detail,outcome_resource_coverage_pass,outcome_resource_coverage_detail,outcome_score
opus_markdown_task3_rep4,opus,markdown,3,complex,4,82245,9,7621,214839,3169,0.31779575000000004,True,,True,,True,all 28 resource names are descriptive snake_case,True,all 12 variables have descriptions,True,all 12 variables have type constraints,True,"6 outputs defined: ['alb_dns_name', 'ecs_service_name', 'ecs_cluster_name', 'rds_endpoint', 'db_credentials_secret_arn', 'cloudwatch_log_group_name']",True,all 13 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,possible hardcoded AWS account ID (12 digits); hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,"sensitive vars: ['db_password'], outputs: []",True,"2 data sources: ['aws_caller_identity.current', 'aws_region.current']",True,locals block present,12,13,True,True,all 11 expected resources present,True,11/11 resources (100%),2
opus_markdown_task3_rep5,opus,markdown,3,complex,5,88114,12,7398,309620,7747,0.38823874999999997,True,,False,no resource blocks found,False,no resources found,True,all 12 variables have descriptions,True,all 12 variables have type constraints,False,no outputs defined,False,no resources found,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,possible hardcoded AWS account ID (12 digits); hardcoded region string in resource block,False,no required_providers block found,False,no backend configuration found,True,"sensitive vars: ['db_password'], outputs: []",False,task requires data sources but none defined,False,no locals block defined,5,13,True,False,"missing 11/11 resources: ['aws_ecs_cluster', 'aws_ecs_task_definition', 'aws_ecs_service', 'aws_lb', 'aws_lb_target_group']",False,"only 0/11 resources (0%), need >=60%",0
opus_none_task1_rep1,opus,none,1,simple,1,10778,3,564,22964,2227,0.03951575,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 4 variables have descriptions,True,all 4 variables have type constraints,False,no outputs defined,True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,file structure mentioned: ['main.tf'],False,hardcoded region string in resource block,True,provider version pinned: ~> 5.31.0,False,no backend configuration found,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),False,no locals block defined,9,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
opus_none_task1_rep2,opus,none,1,simple,2,52725,6,1755,102441,1245,0.10290675,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 4 variables have descriptions,True,all 4 variables have type constraints,True,"2 outputs defined: ['bucket_id', 'bucket_arn']",True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: 5.82.2,False,no backend configuration found,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),False,no locals block defined,10,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
opus_none_task1_rep3,opus,none,1,simple,3,98629,6,1799,76909,26329,0.24801574999999998,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 4 variables have descriptions,True,all 4 variables have type constraints,True,"2 outputs defined: ['bucket_id', 'bucket_arn']",True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.31.0,False,no backend configuration found,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),False,no locals block defined,10,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
opus_none_task1_rep4,opus,none,1,simple,4,28466,3,564,25191,0,0.0267105,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 4 variables have descriptions,True,all 4 variables have type constraints,False,no outputs defined,True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,file structure mentioned: ['main.tf'],False,hardcoded region string in resource block,True,provider version pinned: ~> 5.31.0,False,no backend configuration found,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),False,no locals block defined,9,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
opus_none_task1_rep5,opus,none,1,simple,5,68042,4,1100,50382,628,0.056636,True,,True,,True,all 5 resource names are descriptive snake_case,False,"missing description: ['aws_region', 'bucket_name', 'environment', 'project']",True,all 4 variables have type constraints,False,no outputs defined,True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: 5.82.2,False,no backend configuration found,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),False,no locals block defined,8,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
opus_none_task2_rep1,opus,none,2,medium,1,208713,8,3062,151376,2967,0.17082175,True,,True,,False,aws_eip.nat: too generic/short; aws_vpc_security_group_ingress_rule.ssh: too generic/short,True,all 4 variables have descriptions,True,all 4 variables have type constraints,True,"3 outputs defined: ['vpc_id', 'public_subnet_ids', 'ec2_public_ip']",True,all 12 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,False,no backend configuration found,True,n/a (task does not require sensitive values),True,"2 data sources: ['aws_availability_zones.available', 'aws_ssm_parameter.al2023_ami']",True,locals block present,10,13,True,True,all 8 expected resources present,True,8/8 resources (100%),2
opus_none_task2_rep2,opus,none,2,medium,2,113223,5,4200,69021,12645,0.21856675,True,,True,,False,aws_eip.nat: too generic/short; aws_vpc_security_group_ingress_rule.ssh: too generic/short; aws_vpc_security_group_egress_rule.all: too generic/short,True,all 5 variables have descriptions,True,all 5 variables have type constraints,True,"3 outputs defined: ['vpc_id', 'public_subnet_ids', 'ec2_public_ip']",True,all 10 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,False,no backend configuration found,True,n/a (task does not require sensitive values),True,1 data sources: ['aws_ami.al2023'],True,locals block present,10,13,True,True,all 8 expected resources present,True,8/8 resources (100%),2
opus_none_task2_rep3,opus,none,2,medium,3,156933,8,3092,153499,844,0.15936450000000002,True,,True,,False,aws_eip.nat: too generic/short; aws_vpc_security_group_ingress_rule.ssh: too generic/short,True,all 4 variables have descriptions,True,all 4 variables have type constraints,True,"3 outputs defined: ['vpc_id', 'public_subnet_ids', 'ec2_public_ip']",True,all 12 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,False,no backend configuration found,True,n/a (task does not require sensitive values),True,"2 data sources: ['aws_availability_zones.available', 'aws_ssm_parameter.al2023_ami']",True,locals block present,10,13,True,True,all 8 expected resources present,True,8/8 resources (100%),2
opus_none_task2_rep4,opus,none,2,medium,4,166800,7,3379,100065,29287,0.31758624999999996,True,,True,,False,aws_eip.nat: too generic/short; aws_vpc_security_group_ingress_rule.ssh: too generic/short,True,all 5 variables have descriptions,True,all 5 variables have type constraints,True,"3 outputs defined: ['vpc_id', 'public_subnet_ids', 'ec2_public_ip']",True,all 12 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,False,no backend configuration found,True,n/a (task does not require sensitive values),True,"2 data sources: ['aws_availability_zones.available', 'aws_ami.amazon_linux_2023']",True,locals block present,10,13,True,True,all 8 expected resources present,True,8/8 resources (100%),2
opus_none_task2_rep5,opus,none,2,medium,5,122856,7,3104,102589,26373,0.29376075,True,,True,,False,aws_eip.nat: too generic/short,True,all 5 variables have descriptions,True,all 5 variables have type constraints,True,"3 outputs defined: ['vpc_id', 'public_subnet_ids', 'ec2_public_ip']",True,all 12 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,False,no backend configuration found,True,n/a (task does not require sensitive values),True,"2 data sources: ['aws_availability_zones.available', 'aws_ami.amazon_linux_2023']",True,locals block present,10,13,True,True,all 8 expected resources present,True,8/8 resources (100%),2
opus_none_task3_rep1,opus,none,3,complex,1,92845,4,6173,48286,5523,0.21300675,True,,True,,False,aws_cloudwatch_log_group.ecs: too generic/short; aws_security_group.alb: too generic/short; aws_security_group.ecs: too generic/short; aws_security_group.rds: too generic/short,False,"missing description: ['vpc_id', 'db_username', 'db_password', 'app_name', 'container_port']",True,all 9 variables have type constraints,True,"2 outputs defined: ['alb_dns_name', 'ecs_service_name']",False,"missing tags on: ['aws_cloudwatch_log_group.ecs', 'aws_security_group.alb', 'aws_security_group.ecs', 'aws_security_group.rds', 'aws_lb.main']",True,needs_review,True,variables appear grouped,True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,False,no backend configuration found,True,"sensitive vars: ['db_password'], outputs: []",True,"5 data sources: ['aws_region.current', 'aws_caller_identity.current', 'aws_iam_policy_document.ecs_assume', 'aws_iam_policy_document.task_execution_secrets', 'aws_iam_policy_document.task_cloudwatch']",False,no locals block defined,8,13,True,True,all 11 expected resources present,True,11/11 resources (100%),2
opus_none_task3_rep2,opus,none,3,complex,2,86009,4,3391,50644,3160,0.129867,True,,True,,False,aws_cloudwatch_log_group.ecs: too generic/short; aws_security_group.alb: too generic/short; aws_security_group.ecs: too generic/short; aws_security_group.rds: too generic/short,False,"missing description: ['vpc_id', 'db_username', 'db_password', 'db_name', 'app_name', 'container_port']",True,all 10 variables have type constraints,True,"2 outputs defined: ['alb_dns_name', 'ecs_service_name']",False,"missing tags on: ['aws_cloudwatch_log_group.ecs', 'aws_secretsmanager_secret.db_credentials', 'aws_security_group.alb', 'aws_security_group.ecs', 'aws_security_group.rds']",True,needs_review,True,variables appear grouped,True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,False,no backend configuration found,True,"sensitive vars: ['db_password'], outputs: []",True,"2 data sources: ['aws_region.current', 'aws_caller_identity.current']",False,no locals block defined,8,13,True,True,all 11 expected resources present,True,11/11 resources (100%),2
opus_none_task3_rep3,opus,none,3,complex,3,85617,4,6159,50644,3157,0.19904825000000004,True,,True,,False,aws_cloudwatch_log_group.ecs: too generic/short; aws_security_group.alb: too generic/short; aws_security_group.ecs: too generic/short; aws_security_group.rds: too generic/short,False,"missing description: ['vpc_id', 'db_username', 'db_password', 'db_name', 'container_port', 'app_name']",True,all 10 variables have type constraints,True,"2 outputs defined: ['alb_dns_name', 'ecs_service_name']",False,"missing tags on: ['aws_cloudwatch_log_group.ecs', 'aws_secretsmanager_secret.db_credentials', 'aws_security_group.alb', 'aws_security_group.ecs', 'aws_security_group.rds']",True,needs_review,True,variables appear grouped,True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,False,no backend configuration found,True,"sensitive vars: ['db_password'], outputs: []",True,"5 data sources: ['aws_region.current', 'aws_caller_identity.current', 'aws_iam_policy_document.ecs_assume', 'aws_iam_policy_document.task_execution_secrets', 'aws_iam_policy_document.task_logs']",False,no locals block defined,8,13,True,True,all 11 expected resources present,True,11/11 resources (100%),2
opus_none_task3_rep4,opus,none,3,complex,4,80231,4,6249,50644,3212,0.20164200000000002,True,,True,,False,aws_cloudwatch_log_group.app: too generic/short; aws_security_group.alb: too generic/short; aws_security_group.ecs: too generic/short; aws_security_group.rds: too generic/short,True,all 9 variables have descriptions,True,all 9 variables have type constraints,True,"2 outputs defined: ['alb_dns_name', 'ecs_service_name']",False,"missing tags on: ['aws_cloudwatch_log_group.app', 'aws_secretsmanager_secret.db_credentials', 'aws_iam_role.task_execution', 'aws_iam_role.task', 'aws_security_group.alb']",True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,False,no backend configuration found,True,"sensitive vars: ['db_password'], outputs: []",False,task requires data sources but none defined,False,no locals block defined,7,13,True,True,all 11 expected resources present,True,11/11 resources (100%),2
opus_none_task3_rep5,opus,none,3,complex,5,67092,4,6172,50644,3161,0.19939825,True,,True,,False,aws_cloudwatch_log_group.app: too generic/short; aws_security_group.alb: too generic/short; aws_security_group.ecs: too generic/short; aws_security_group.rds: too generic/short; aws_lb.app: too generic/short,True,all 8 variables have descriptions,True,all 8 variables have type constraints,True,"2 outputs defined: ['alb_dns_name', 'ecs_service_name']",False,"missing tags on: ['aws_cloudwatch_log_group.app', 'aws_secretsmanager_secret.db_credentials', 'aws_security_group.alb', 'aws_security_group.ecs', 'aws_security_group.rds']",True,needs_review,True,variables appear grouped,True,needs_review (single file output),True,no hardcoded IDs found,False,no required_providers block found,False,no backend configuration found,True,"sensitive vars: ['db_password'], outputs: []",True,"2 data sources: ['aws_region.current', 'aws_caller_identity.current']",False,no locals block defined,8,13,True,True,all 11 expected resources present,True,11/11 resources (100%),2
opus_pseudocode_task1_rep1,opus,pseudocode,1,simple,1,10452,3,805,25099,6553,0.07364575000000001,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 8 variables have descriptions,True,all 8 variables have type constraints,True,"3 outputs defined: ['bucket_id', 'bucket_arn', 'bucket_region']",True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,"file structure mentioned: ['main.tf', 'variables.tf', 'outputs.tf']",False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),True,locals block present,12,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
opus_pseudocode_task1_rep2,opus,pseudocode,1,simple,2,10861,3,788,31652,0,0.035541,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 4 variables have descriptions,True,all 4 variables have type constraints,True,"3 outputs defined: ['bucket_id', 'bucket_arn', 'bucket_region']",True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,"file structure mentioned: ['main.tf', 'variables.tf', 'outputs.tf']",False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),True,locals block present,12,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
opus_pseudocode_task1_rep3,opus,pseudocode,1,simple,3,10583,3,804,31652,0,0.035941,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 8 variables have descriptions,True,all 8 variables have type constraints,True,"3 outputs defined: ['bucket_id', 'bucket_arn', 'bucket_region']",True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,"file structure mentioned: ['main.tf', 'variables.tf', 'outputs.tf']",False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),True,locals block present,12,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
opus_pseudocode_task1_rep4,opus,pseudocode,1,simple,4,10395,3,805,31652,0,0.035966,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 8 variables have descriptions,True,all 8 variables have type constraints,True,"3 outputs defined: ['bucket_id', 'bucket_arn', 'bucket_region']",True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,"file structure mentioned: ['main.tf', 'variables.tf', 'outputs.tf']",False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),True,locals block present,12,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
opus_pseudocode_task1_rep5,opus,pseudocode,1,simple,5,10177,3,804,31652,0,0.035941,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 8 variables have descriptions,True,all 8 variables have type constraints,True,"3 outputs defined: ['bucket_id', 'bucket_arn', 'bucket_region']",True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,"file structure mentioned: ['main.tf', 'variables.tf', 'outputs.tf']",False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),True,locals block present,12,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
opus_pseudocode_task2_rep1,opus,pseudocode,2,medium,1,42485,6,3030,121088,7470,0.1830115,True,,True,,True,all 16 resource names are descriptive snake_case,True,all 5 variables have descriptions,True,all 5 variables have type constraints,True,"3 outputs defined: ['vpc_id', 'public_subnet_ids', 'ec2_public_ip']",True,all 12 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,1 data sources: ['aws_ami.amazon_linux_2023'],True,locals block present,12,13,True,True,all 8 expected resources present,True,8/8 resources (100%),2
opus_pseudocode_task2_rep2,opus,pseudocode,2,medium,2,86885,7,8952,137780,38862,0.5356125,True,,True,,True,all 15 resource names are descriptive snake_case,True,all 5 variables have descriptions,True,all 5 variables have type constraints,True,"3 outputs defined: ['vpc_id', 'public_subnet_ids', 'app_instance_public_ip']",True,all 10 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,1 data sources: ['aws_ami.amazon_linux_2023'],True,locals block present,12,13,True,True,all 8 expected resources present,True,8/8 resources (100%),2
opus_pseudocode_task2_rep3,opus,pseudocode,2,medium,3,43371,8,3681,195694,1459,0.19903074999999998,True,,True,,True,all 15 resource names are descriptive snake_case,True,all 5 variables have descriptions,True,all 5 variables have type constraints,True,"4 outputs defined: ['vpc_id', 'public_subnet_ids', 'private_subnet_ids', 'web_server_public_ip']",True,all 10 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,1 data sources: ['aws_ami.amazon_linux_2023'],True,locals block present,12,13,True,True,all 8 expected resources present,True,8/8 resources (100%),2
opus_pseudocode_task2_rep4,opus,pseudocode,2,medium,4,31479,6,2848,129332,566,0.13943350000000002,True,,True,,True,all 19 resource names are descriptive snake_case,True,all 4 variables have descriptions,True,all 4 variables have type constraints,True,"3 outputs defined: ['vpc_id', 'public_subnet_ids', 'ec2_public_ip']",True,all 12 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,1 data sources: ['aws_ami.amazon_linux_2023'],True,locals block present,12,13,True,True,all 8 expected resources present,True,8/8 resources (100%),2
opus_pseudocode_task2_rep5,opus,pseudocode,2,medium,5,43488,8,3578,195753,1382,0.196004,True,,True,,True,all 16 resource names are descriptive snake_case,True,all 5 variables have descriptions,True,all 5 variables have type constraints,True,"3 outputs defined: ['vpc_id', 'public_subnet_ids', 'ec2_public_ip']",True,all 12 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,1 data sources: ['aws_ami.amazon_linux_2023'],True,locals block present,12,13,True,True,all 8 expected resources present,True,8/8 resources (100%),2
opus_pseudocode_task3_rep1,opus,pseudocode,3,complex,1,68792,8,6541,190204,8957,0.31464824999999996,True,,True,,True,all 27 resource names are descriptive snake_case,True,all 11 variables have descriptions,True,all 11 variables have type constraints,True,"2 outputs defined: ['alb_dns_name', 'ecs_service_name']",True,all 13 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,"sensitive vars: ['db_password'], outputs: []",True,"2 data sources: ['aws_region.current', 'aws_caller_identity.current']",True,locals block present,13,13,True,True,all 11 expected resources present,True,11/11 resources (100%),2
opus_pseudocode_task3_rep2,opus,pseudocode,3,complex,2,54466,7,4877,162017,767,0.20776225,True,,True,,True,all 27 resource names are descriptive snake_case,True,all 24 variables have descriptions,True,all 24 variables have type constraints,True,"4 outputs defined: ['alb_dns_name', 'ecs_service_name', 'alb_dns_name', 'ecs_service_name']",True,all 13 taggable resources have tags,True,needs_review,True,variables appear grouped,True,"file structure mentioned: ['main.tf', 'variables.tf', 'outputs.tf', 'data.tf', 'locals.tf']",False,possible hardcoded AWS account ID (12 digits),True,provider version pinned: ~> 5.0,True,backend configured: s3,True,"sensitive vars: ['db_password', 'db_password'], outputs: []",True,"4 data sources: ['aws_caller_identity.current', 'aws_region.current', 'aws_caller_identity.current', 'aws_region.current']",True,locals block present,12,13,True,True,all 11 expected resources present,True,11/11 resources (100%),2
opus_pseudocode_task3_rep3,opus,pseudocode,3,complex,3,68248,7,5962,163004,1766,0.2416245,True,,True,,True,all 27 resource names are descriptive snake_case,True,all 11 variables have descriptions,True,all 11 variables have type constraints,True,"2 outputs defined: ['alb_dns_name', 'ecs_service_name']",True,all 13 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,"sensitive vars: ['db_password'], outputs: []",True,"2 data sources: ['aws_region.current', 'aws_caller_identity.current']",True,locals block present,13,13,True,True,all 11 expected resources present,True,11/11 resources (100%),2
opus_pseudocode_task3_rep4,opus,pseudocode,3,complex,4,61466,7,5843,162947,1729,0.23838975,True,,True,,True,all 27 resource names are descriptive snake_case,True,all 11 variables have descriptions,True,all 11 variables have type constraints,True,"4 outputs defined: ['alb_dns_name', 'ecs_service_name', 'db_endpoint', 'db_credentials_secret_arn']",True,all 13 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,"sensitive vars: ['db_password'], outputs: ['db_credentials_secret_arn']",True,"2 data sources: ['aws_region.current', 'aws_caller_identity.current']",True,locals block present,13,13,True,True,all 11 expected resources present,True,11/11 resources (100%),2
opus_pseudocode_task3_rep5,opus,pseudocode,3,complex,5,57879,7,5508,162915,1389,0.22787375,True,,True,,True,all 27 resource names are descriptive snake_case,True,all 10 variables have descriptions,True,all 10 variables have type constraints,True,"2 outputs defined: ['alb_dns_name', 'ecs_service_name']",True,all 13 taggable resources have tags,True,needs_review,True,variables appear grouped,True,"file structure mentioned: ['main.tf', 'variables.tf', 'outputs.tf', 'data.tf', 'locals.tf']",True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,"sensitive vars: ['db_password'], outputs: []",True,"2 data sources: ['aws_region.current', 'aws_caller_identity.current']",True,locals block present,13,13,True,True,all 11 expected resources present,True,11/11 resources (100%),2
zai-coding-plan-glm-4.7-flash_markdown_task1_rep1,zai-coding-plan/glm-4.7-flash,markdown,1,simple,1,55034,18307,874,478,0,0,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 4 variables have descriptions,True,all 4 variables have type constraints,True,"3 outputs defined: ['bucket_id', 'bucket_arn', 'bucket_regional_domain_name']",True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),True,locals block present,12,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
zai-coding-plan-glm-4.7-flash_markdown_task1_rep2,zai-coding-plan/glm-4.7-flash,markdown,1,simple,2,17209,10219,876,8566,0,0,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 4 variables have descriptions,True,all 4 variables have type constraints,True,"3 outputs defined: ['bucket_name', 'bucket_arn', 'bucket_region']",True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,False,no backend configuration found,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),True,locals block present,11,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
zai-coding-plan-glm-4.7-flash_markdown_task1_rep3,zai-coding-plan/glm-4.7-flash,markdown,1,simple,3,28854,10058,1394,8729,0,0,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 4 variables have descriptions,True,all 4 variables have type constraints,True,"4 outputs defined: ['bucket_name', 'bucket_arn', 'versioning_status', 'encryption_algorithm']",True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,"file structure mentioned: ['main.tf', 'variables.tf', 'outputs.tf']",False,hardcoded region string in resource block,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),True,locals block present,12,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
zai-coding-plan-glm-4.7-flash_markdown_task1_rep4,zai-coding-plan/glm-4.7-flash,markdown,1,simple,4,14459,10368,711,8417,0,0,True,,True,,True,all 5 resource names are descriptive snake_case,True,all 3 variables have descriptions,True,all 3 variables have type constraints,True,"3 outputs defined: ['bucket_id', 'bucket_arn', 'bucket_region']",True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,"file structure mentioned: ['main.tf', 'variables.tf', 'outputs.tf']",True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,False,no backend configuration found,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),False,no locals block defined,11,13,True,True,all 5 expected resources present,True,5/5 resources (100%),2
zai-coding-plan-glm-4.7-flash_markdown_task1_rep5,zai-coding-plan/glm-4.7-flash,markdown,1,simple,5,20837,18309,1083,478,0,0,True,,True,,True,all 2 resource names are descriptive snake_case,True,all 3 variables have descriptions,True,all 3 variables have type constraints,True,"3 outputs defined: ['bucket_id', 'bucket_arn', 'bucket_regional_domain_name']",True,all 1 taggable resources have tags,True,needs_review,True,variables appear grouped,True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,False,no backend configuration found,True,n/a (task does not require sensitive values),True,n/a (task does not require data sources),True,locals block present,12,13,True,False,"missing 3/5 resources: ['aws_s3_bucket_versioning', 'aws_s3_bucket_server_side_encryption_configuration', 'aws_s3_bucket_public_access_block']",False,"only 2/5 resources (40%), need >=60%",0
zai-coding-plan-glm-4.7-flash_markdown_task2_rep1,zai-coding-plan/glm-4.7-flash,markdown,2,medium,1,46801,10348,2028,8566,0,0,True,,True,,False,aws_internet_gateway.igw: too generic/short,False,no variables defined,False,no variables defined,False,no outputs defined,True,all 13 taggable resources have tags,True,needs_review,True,needs_review (no variable blocks found),True,needs_review (single file output),True,no hardcoded IDs found,True,provider version pinned: ~> 5.0,True,backend configured: s3,True,n/a (task does not require sensitive values),True,1 data sources: ['aws_ami.amazon_linux'],True,locals block present,9,13,True,True,all 8 expected resources present,True,8/8 resources (100%),2
